ID_Control;SMILES_curated;IC50 (nM)
ID_597;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(F)ccc1Cl)C1CCCCC1;40.0
ID_598;C[C@H](Oc1cc(-n2nc(C(=O)O)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F;40.0
ID_599;Cc1ccc(F)c(-n2ncc3c2CCC[C@H]3NC(=O)c2cc(C(F)(F)F)ccn2)c1;40.0
ID_600;CN(C)C(=O)c1cccc2cc(CCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)ccc12;40.0
ID_601;C[C@H](Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1c(F)cc(F)cc1Cl)C(F)(F)F;40.0
ID_602;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(F)cc1Cl)C(F)(F)F;40.0
ID_603;CCOc1cc(NC(=O)/C(C#N)=C(/C)O)c(F)cc1C(=O)Nc1c(F)cccc1Br;40.0
ID_604;COc1cc2ccccc2cc1CCc1c(C(=O)O)[nH]c(=O)[nH]c1=O;40.0
ID_605;CCC(=O)C(C#N)C(=O)Nc1ccc(-c2cccnc2)c(C(=O)OC)c1;40.0
ID_606;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3)c(Cl)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;40.0
ID_607;Cc1ccc(Nc2cnc(N3CCCCC3)c(C)c2)c(C(=O)O)c1;41.0
ID_608;Cc1oncc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1;41.0
ID_609;C/C(=C\c1ccc2ccccc2c1)C(=O)Nc1ccc(F)cc1C(=O)O;41.0
ID_610;O=C(O)C1=C(C(=O)Nc2ccc(OCc3c(F)cccc3Cl)c(Cl)c2)COC1;41.0
ID_611;CCc1nn(-c2cc(OC(C)C3CC3)c(C(=O)NC(CC)CC)cc2F)c(=O)n1C;41.5
ID_612;CCn1c(CO)nn(-c2ccc(C(=O)Nc3c(F)cccc3Cl)c(OC(C)C(F)F)c2)c1=O;42.0
ID_613;C/C(O)=C(\C#N)C(=O)Nc1cc(OC(C)C)c(C(=O)Nc2ccccc2Br)cc1F;42.0
ID_614;C/C(=C\c1ccc2ccccc2c1Br)C(=O)Nc1ccc(F)cc1C(=O)O;42.0
ID_615;COc1ccccc1-c1cc(F)c(NC(=O)C2=C(C(=O)O)CCC2)c(F)c1;42.0
ID_616;CCn1c(CO)nn(-c2cc3c(cc2F)OC(c2c(F)cccc2Cl)C(=O)N3C(C)C)c1=O;42.3
ID_617;Cc1cc(NC(=O)c2c(O)nn3ccccc23)c(C)cc1Cc1ccccc1;43.0
ID_618;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cc(F)cc1F)C(F)(F)F;43.0
ID_619;Cc1ccccc1NC(=O)c1cc(F)c(-n2nc([C@H](C)O)n(C)c2=O)cc1O[C@@H](C)C(F)(F)F;43.0
ID_620;Cc1cc(Oc2ccccc2)c(C)cc1NC(=O)c1c(O)nn2ccccc12;43.0
ID_621;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ncncc4C)c(=O)c3cc2F)c1=O;43.5
ID_622;COC(=O)c1cccc2cc(CCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)ccc12;44.0
ID_623;COc1cccc(-c2ccc(NC(=O)c3ccsc3C(=O)O)c(F)c2)c1;44.0
ID_624;Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc(C)n(C3CC3)c2=O)cc1O[C@@H](C)C(F)(F)F;44.0
ID_625;C/C(=C\c1ccc2ccccc2c1F)C(=O)Nc1ccc(F)cc1C(=O)O;44.0
ID_626;COCOc1cc2ccccc2cc1CCc1c(C(=O)O)[nH]c(=O)[nH]c1=O;44.0
ID_627;CCOc1cc(NC(=O)/C(C#N)=C(/C)O)c(F)cc1C(=O)Nc1c(F)cccc1Cl;44.0
ID_628;Cc1ccccc1NC(=O)c1cc(F)c(-c2cn(C)c(C(C)O)n2)cc1O[C@@H](C)C(F)(F)F;0.386
ID_629;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4C)c(=O)c3cc2F)c1=O;0.396
ID_630;Cc1n[nH]c(C(F)(F)F)c1NC(=O)c1cc(F)c(-c2ccc(Cl)c(C(C)O)n2)cc1OC(C)C(F)(F)F;0.396
ID_631;COc1ncc(C)c(NC(=O)c2cc(F)c(-c3ccc(Cl)c(CO)n3)cc2O[C@@H](C)C(F)(F)F)c1C;0.398
ID_632;Cc1ccc(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1;0.4
ID_633;CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c3c(Oc4c(F)ccc(N(C)C)c4Cl)nccc3c2)c1=O;0.4
ID_634;Cc1n[nH]c(C(F)(F)F)c1NC(=O)c1cc(F)c(-c2cn(C)c([C@H](C)O)n2)cc1O[C@@H](C)C(F)(F)F;0.407
ID_635;Cc1[nH]nc(C(F)(F)F)c1NC(=O)c1cc(F)c(-c2cn(C)c(C(C)(C)O)n2)cc1O[C@@H](C)C(F)(F)F;0.409
ID_636;CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c3c(Oc4c(F)ccc(OCCOC)c4Cl)nccc3c2)c1=O;0.41
ID_637;C[C@H](Oc1cc(-c2ccc(F)c(CO)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;0.412
ID_638;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2ccc(F)c(N)n2)cc1O[C@@H](C)C(F)(F)F;0.417
ID_639;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4Cl)c(=O)c3cc2F)c1=O;0.418
ID_640;COc1ncc(C)c(NC(=O)c2cc(F)c(-c3cn(C)c(C(C)(C)O)n3)cc2O[C@@H](C)C(F)(F)F)c1Cl;0.424
ID_641;Cc1n[nH]c(C(F)(F)F)c1NC(=O)c1cc(F)c(-c2cn(C)c([C@@H](C)O)n2)cc1O[C@@H](C)C(F)(F)F;0.427
ID_642;CCn1c(CO)nn(-c2cc3c(C(C)C)nn(-c4c(F)cccc4Cl)c(=O)c3cc2F)c1=O;0.433
ID_643;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)cccc4F)c(=O)c3cc2F)c1=O;0.435
ID_644;Cc1n[nH]c(C(F)(F)F)c1NC(=O)c1cc(F)c(-c2cc(=O)n(C)c(=O)[nH]2)cc1O[C@@H](C)C(F)(F)F;0.436
ID_645;C=C(C)c1cn(-c2ccccc2OC)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;0.444
ID_646;Cc1ccccc1-n1nc(C(C)C)c2cc(-c3cn(C)c(C(C)(C)O)n3)c(F)cc2c1=O;0.45
ID_647;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccc(F)cc4C)c(=O)c3cc2F)c1=O;0.459
ID_648;Cc1[nH]nc(Cl)c1NC(=O)c1cc(F)c(-c2cn3c(n2)[C@H](O)CC3)cc1O[C@@H](C)C(F)(F)F;0.459
ID_649;CCn1c(CO)nn(-c2nc3c([C@@H](C)C(F)(F)F)cn(-c4ccccc4C)c(=O)c3cc2F)c1=O;0.464
ID_650;CC(Oc1cc(-c2cn(C)c(C(C)(C)O)n2)c(F)cc1C(=O)Nc1ccccc1C(F)F)C(F)(F)F;0.464
ID_651;Cc1ncc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)n[nH]c3Cl)cc2F)nc1C(C)O;0.465
ID_652;CCc1sc(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1CO;0.466
ID_653;Cc1cnc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)n[nH]c3Cl)cc2F)cc1N;0.47
ID_654;Cc1ccc(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1;0.47
ID_655;Cc1cn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1[C@@H](C)O;0.48
ID_656;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2nc(C(C)O)n(C)n2)cc1O[C@@H](C)C(F)(F)F;0.48
ID_657;Cc1ccccc1-n1cc(C(C)C)c2cc(-c3nc([C@H](C)O)n(C)n3)c(F)cc2c1=O;0.48
ID_658;Cc1ccccc1NC(=O)c1cc(F)c(-c2nc(C(C)(C)O)n(C)n2)cc1OC(C)C(F)(F)F;0.481
ID_659;Cc1ccnc(Cl)c1NC(=O)c1cc(F)c(-c2ccc(C3CC3)cn2)cc1O[C@@H](C)C(F)(F)F;0.484
ID_660;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2nc(C(C)(C)O)n(C)n2)cc1O[C@@H](C)C(F)(F)F;0.499
ID_661;CN(C)c1cccc(-c2c(F)cc(-n3nnc4c3C(=O)c3ccccc3C4=O)cc2F)c1;0.5
ID_662;Cc1cn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1C(C)(C)O;0.5
ID_663;CCn1c(CO)nn(-c2cc3c(cc2F)OC(c2c(F)cccc2Cl)CN3C(C)C)c1=O;0.504
ID_664;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2ccc(F)c([C@@H](C)O)n2)cc1O[C@@H](C)C(F)(F)F;0.507
ID_665;Cc1n[nH]c(Cl)c1-n1cc(C(C)C)c2cc(-c3cn(C)c(C(C)(C)O)n3)c(F)cc2c1=O;0.51
ID_666;Cc1cc(S(N)(=O)=O)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1;44.7
ID_667;CCc1nn(-c2cc(O[C@@H](C)C3CCCCC3)c(C(=O)NC3(c4ccc(F)cc4)CC3)cc2F)c(=O)n1C;45.0
ID_668;C[C@H](Oc1c(C(=O)Nc2c(F)cccc2Cl)ccc(-n2nc(C(C)(C)O)n(C)c2=O)c1F)C(F)(F)F;45.0
ID_669;Cn1nc(O)c(C(=O)Nc2c(F)c(F)c(-c3ccccc3)c(F)c2F)n1;45.0
ID_670;Cc1cc2[nH]ncc2cc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C(F)(F)F;45.0
ID_671;CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccc(Cl)cc2)c(C(=O)OC)c1;45.0
ID_672;CCc1nn(-c2cc(O[C@@H](C)c3ccccc3)c(C(=O)Nc3cnccc3C)cc2F)c(=O)n1C;45.0
ID_673;Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCOC3)cc1O[C@@H](C)C(F)(F)F;45.0
ID_674;O=C(O)C1=C(C(=O)Nc2c(F)cc(-c3ccccc3F)cc2F)CCC1;45.0
ID_675;C[C@H](Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1c(Cl)ccc(F)c1F)C(F)(F)F;46.0
ID_676;COc1ccc2cc(CCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)ccc2c1;46.0
ID_677;COc1ccc(F)cc1-c1ncc(Nc2ccc(C)cc2C(=O)O)cc1C;46.0
ID_678;O=C(O)c1[nH]c(=O)[nH]c(=O)c1CCc1ccc2ccccc2c1;46.0
ID_679;CCn1c(CO)nn(-c2ccc3c(=O)n(-c4ccccc4C)cc(N(C)C)c3c2)c1=O;46.5
ID_680;C/C(O)=C(\C#N)C(=O)Nc1cc(OC(C)C)c(C(=O)Nc2ccccc2Cl)cc1F;47.0
ID_681;Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(N)=O;47.0
ID_682;Cc1cc(C(=O)O)c2nc(-c3c(F)c(F)c(-c4ccc(OCc5ccccc5)cc4)c(F)c3F)[nH]c2c1;48.0
ID_683;Cc1ccc(/C=C2\COc3cc4ccccc4cc3C2=O)cc1;48.0
ID_684;COc1ccc2cc(CCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)c(OC)cc2c1;48.0
ID_685;CCOC(=O)c1sc(Nc2ccc(C)c(F)c2)nc1-c1ccccc1;49.0
ID_686;Cc1ncnc(C)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1;49.0
ID_687;CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccc(F)cc2C)c(C(=O)OC)c1;49.0
ID_688;COc1ncc(Nc2ccc(C3CC3)cc2C(=O)O)cc1-c1ccccc1;49.0
ID_689;CCn1c(CO)nn(-c2cc3c(cc2F)N[C@H](c2ccccc2C)C[C@@H]3C(C)C)c1=O;49.2
ID_690;C[C@H](Oc1cc(-n2nc(CO)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F;49.8
ID_691;CCn1c(C(=O)O)nn(-c2ccc(C(=O)Nc3c(F)cccc3Cl)c(OC(C)C(F)F)c2)c1=O;50.0
ID_692;C[C@H](Oc1cc(-n2nc(C3CCC3)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F;50.0
ID_693;Cc1c(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2O[C@@H](C)C(F)(F)F)cccc1C(F)(F)F;50.0
ID_694;CN(C)c1ccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)cc2Cl)cc1;50.0
ID_695;Cc1cc(C(=O)O)c2nc(-c3c(F)c(F)c(-c4ccsc4)c(F)c3F)[nH]c2c1;50.0
ID_696;COc1cncc(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2O[C@@H](C)C2CCCCC2)c1C;50.0
ID_697;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2ccc(Cl)c(O)n2)cc1O[C@@H](C)C(F)(F)F;50.3
ID_698;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(CC4CC4)c(=O)c3cc2F)c1=O;50.9
ID_699;O=C(O)c1cc(-c2ccc(-c3ccccc3)cc2)nc2ccccc12;51.0
ID_700;Cc1cc(=O)n2[nH]c(SCc3cc(Cl)ccc3Cl)nc2n1;51.0
ID_701;CCn1c(CO)nn(-c2cc3c(cc2F)NC(c2ccccc2C)CC3C(C)C)c1=O;51.7
ID_702;Cc1nn(-c2cc(O[C@@H](C)c3ccccc3)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C(C)C;52.0
ID_703;COC(=O)c1ccc2cc(CCCCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)ccc2c1;52.0
ID_704;CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(C(=O)OC)c1;52.0
ID_705;CC(Oc1cc(-c2cn(C)c(O)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;52.1
ID_706;CCC[C@H](C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1F;52.2
ID_707;COc1cccc(-c2cc(F)c(Nc3ncccc3C(=O)O)c(F)c2)c1F;53.0
ID_708;Cc1ccc(Nc2cnc(-c3ccccc3)c(C)c2)c(C(=O)O)c1;53.0
ID_709;Cc1ccc2nc(-c3ccc(-c4cccnc4Cl)cc3)c(C)c(C(=O)O)c2c1;54.0
ID_710;Cc1c(-c2ccc(-c3cccnc3Cl)cc2)nc2ccccc2c1C(=O)O;54.0
ID_711;CC(O)c1nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C;54.3
ID_712;COc1cc(C)c(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2O[C@@H](C)C(F)(F)F)cn1;54.3
ID_713;C[C@H](Oc1cc(-n2nc3ccccn3c2=O)c(F)cc1C(=O)Nc1c(F)cccc1F)c1ccccc1;55.0
ID_714;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)NC1(c2ccc(F)cc2)CC1)C(F)(F)F;55.0
ID_715;CCC[C@H](C)Oc1cc(-n2nc(C(C)O)n(C)c2=O)c(F)cc1C(=O)NC(CC)CC;55.0
ID_716;Cc1ccc(C(=O)N[C@@H]2CCCc3c2cnn3-c2ccccc2F)nc1;55.0
ID_717;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4ccccc4CN4CCOCC4)cc3)cc2[nH]1;55.0
ID_718;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4ccccc4CN4CCCCC4)cc3)cc2[nH]1;55.0
ID_719;CC(C)C[C@H](C)Oc1cc(-n2nc(C(C)C)n(C)c2=O)c(F)cc1C(=O)NC1CCNCC1;55.0
ID_720;CCc1nn(-c2cc(O[C@@H](C)c3ccccc3)c(C(=O)Nc3cccc(C(=O)NC4CC4)c3)cc2F)c(=O)n1C;55.0
ID_721;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4cccc(CNC(C)(C)C)c4)cc3)cc2[nH]1;55.0
ID_722;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4cccc(CN5CCS(=O)(=O)CC5)c4)cc3)cc2[nH]1;55.0
ID_723;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4ccccc4O)cc3)cc2[nH]1;55.0
ID_724;COc1cccc(-c2ccc(-c3cc(C(=O)O)c4nc(C)[nH]c4c3)cc2)c1F;55.0
ID_725;COc1ccccc1-c1ccc(-c2cc(C(=O)O)c3nc(C)[nH]c3c2)cc1;55.0
ID_726;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4ccccc4OCc4ccccc4)cc3)cc2[nH]1;55.0
ID_727;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4cccc(O)c4)cc3)cc2[nH]1;55.0
ID_728;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4cccc(OCc5ccccc5)c4)cc3)cc2[nH]1;55.0
ID_729;COc1cccc(-c2ccc(-c3cc(C(=O)O)c4nc(C)[nH]c4c3)cc2)c1;55.0
ID_730;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4ccccc4F)cc3)cc2[nH]1;55.0
ID_731;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4c(C)cccc4C)cc3)cc2[nH]1;55.0
ID_732;Cc1nc2c(C(=O)O)cc(-c3ccc(-c4cccc(CO)c4)cc3)cc2[nH]1;55.0
ID_733;Cc1nc2c(C(=O)O)cc(-c3c(F)c(F)c(-c4ccc(CN5CCCC5)cc4)c(F)c3F)cc2[nH]1;55.0
ID_734;Cc1nc2c(C(=O)O)cc(-c3c(F)c(F)c(-c4cccc(CNC(C)C)c4)c(F)c3F)cc2[nH]1;55.0
ID_735;O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(-c2cccc(F)c2)cc1;56.0
ID_736;Cc1cc(C(=O)O)c2nc(-c3c(F)c(F)c(-c4ccc(NC(=O)C5CCCN5)cc4)c(F)c3F)[nH]c2c1;56.0
ID_737;CCC[C@H](C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1cccc(C(F)(F)F)c1;56.8
ID_738;Cc1ccc(Nc2cnc(-c3ccccc3Cl)nc2)c(C(=O)O)c1;57.0
ID_739;O=C(O)c1cc(C2CC2)ccc1Nc1cnc(-c2c(F)cc(O)cc2F)nc1;57.0
ID_740;O=C(O)c1cc(C2CC2)ccc1Nc1cnc(-c2ccccc2C2CC2)nc1;57.0
ID_741;CCC[C@H](C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1N;57.8
ID_742;CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1-c1ccccc1;58.0
ID_743;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCN3C)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F;58.0
ID_744;O=C(O)C1=C(C(=O)Nc2c(F)c(F)c(-c3cccc(OC(F)(F)F)c3)c(F)c2F)COC1;58.0
ID_745;CCn1c(CO)nn(-c2cc3c(cc2F)c(=O)c(-c2cc(C)ccc2F)cn3C(C)C)c1=O;58.2
ID_746;CCN(/N=C/c1ccccc1C(=O)O)c1nc(-c2ccccc2Cl)cs1;58.7
ID_747;CCOc1cccc(-c2ccc(NC(=O)C(C#N)C(=O)CC)cc2C(=O)OC)c1;59.0
ID_748;CSc1nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C;60.0
ID_749;CCC[C@H](C)Oc1cc(-n2nc(CO)n(C)c2=O)c(F)cc1C(=O)NC(CC)CC;60.0
ID_750;C[C@H](Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1ccccc1C(F)F)C(F)(F)F;60.0
ID_751;Cc1cc(C)c(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCOC4)cc2O[C@@H](C)C(F)(F)F)c(Cl)n1;60.0
ID_752;Cc1cc(F)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCOC3)cc1O[C@@H](C)C(F)(F)F;60.0
ID_753;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3C(=O)O)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;60.0
ID_754;Cc1cc(C(=O)O)c2[nH]c(-c3c(F)c(F)c(-c4ccccc4OCc4ccccc4)c(F)c3F)nc2c1;60.0
ID_755;[2H]C([2H])([2H])Oc1cccc(-c2cc(F)c(NC(=O)C3=C(C(=O)NOC)CCC3)c(F)c2)c1;61.0
ID_756;C[C@H](Oc1cc(-n2nc3ccccn3c2=O)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F;61.0
ID_757;Cc1ccc(Nc2cc(Cl)cnc2-c2ccccc2)c(C(=O)O)c1;62.0
ID_758;C[C@H](Oc1cc(-n2nc(C(N)=O)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F;63.0
ID_759;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cccc(C(F)(F)F)c1)C1CCCCC1;64.0
ID_760;C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1;64.0
ID_761;CCC[C@H](C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1ccccc1F;64.3
ID_762;Cc1cnc(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2O[C@@H](C)C2CCCCC2)c(C)n1;65.0
ID_763;C[C@H](Oc1cc(-n2nc(Cl)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F;65.0
ID_764;CCc1nn(-c2cc(O[C@@H](C)c3ccccc3)c(C(=O)Nc3cc4cn[nH]c4cc3C)cc2F)c(=O)n1C;65.0
ID_765;CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccc(F)cc2OC)c(C(=O)OC)c1;66.0
ID_766;Cc1ccc(C(=O)N[C@@H]2CCCc3c2cnn3-c2ccccc2C)nc1;66.0
ID_767;CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccc3c(c2)OCCO3)c(C(=O)OC)c1;66.0
ID_768;Cc1sc(N/N=C/c2ccccc2C(=O)O)nc1-c1ccccc1Cl;66.2
ID_769;COc1ccc2cccc(CCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)c2c1;68.0
ID_770;C[C@H](Oc1cc(-c2cnc(C3(CO)CC3)cn2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;68.5
ID_771;CCc1[nH]c(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1CO;69.5
ID_772;CCc1nn(-c2cc(O[C@@H](C)C3CCCCC3)c(C(=O)Nc3ccnn3C)cc2F)c(=O)n1C;70.0
ID_773;Cc1cc(NC(=O)c2c(O)nn3ccccc23)c(C(C)C)cc1Oc1ccncc1;70.0
ID_774;C[C@H](Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F;70.0
ID_775;CCC[C@H](C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1ccc(C)cc1;70.0
ID_776;CCc1nn(-c2cc(O[C@@H](C)c3ccccc3)c(C(=O)Nc3ccccc3C(F)F)cc2F)c(=O)n1C;70.0
ID_777;O=C(O)C1=C(C(=O)Nc2ccc(-c3ccc(Br)cc3)c(Cl)c2)CCC1;70.0
ID_778;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4nnccc4C)c(=O)c3cc2F)c1=O;70.7
ID_779;CCC[C@H](C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1ccc(C(F)(F)F)cc1;71.6
ID_780;O=C(Nc1c(F)c(F)c(-c2ccc(C(F)(F)F)cc2)c(F)c1F)c1c(O)nn2ccccc12;71.8
ID_781;CCNC(=O)Nc1ccc(S(=O)(=O)Oc2ccccc2CC)cc1;72.0
ID_782;CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2)c(C(=O)OC)c1;73.0
ID_783;Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)C(F)(F)F;74.0
ID_784;C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/Cc1c(O)c(Cl)c(C)c(C=O)c1O;74.0
ID_785;Cc1ccc(-c2ccc(-c3nc4ccc(Cl)cc4c(C(=O)O)c3C)cc2)c(Cl)n1;74.0
ID_786;Cc1c(-c2ccc(-c3ccccc3)cc2)nc2ccccc2c1C(=O)O;75.0
ID_787;CCC[C@H](C)Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1cnc(OC)cc1C;75.0
ID_788;Cc1ccc(F)cc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCOC3)cc1O[C@@H](C)C(F)(F)F;75.0
ID_789;Cc1ccncc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C(F)(F)F;75.0
ID_790;Cc1nccnc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1;75.0
ID_791;CCn1c(CO)nn(-c2ccc3c(=O)n(-c4cccc(F)c4)cc(C(C)C)c3c2)c1=O;75.9
ID_792;CC(C)c1ccc(-c2c(F)cc(-n3nnc4c3C(=O)c3ccccc3C4=O)cc2F)cc1;76.0
ID_793;CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccc3c(c2)OCO3)c(C(=O)OC)c1;76.0
ID_794;Cc1ccc(Nc2ccc(-c3c(F)ccc(F)c3F)nc2)c(C(=O)O)c1;77.0
ID_795;Cc1cc(C(=O)O)c2c(c1)nc(-c1c(F)c(F)c(-c3ccc(O)cc3)c(F)c1F)n2CCO;78.0
ID_796;COC(=O)c1ccc2cc(CCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)ccc2c1;78.0
ID_797;CCOc1cccc(-c2cc(C)c(Nc3ccc(C)cc3C(=O)O)cn2)c1;78.0
ID_798;Cc1cc(C(=O)O)c2nc(-c3c(F)c(F)c(-c4ccc(CN5CCCCC5)cc4)c(F)c3F)[nH]c2c1;78.0
ID_799;Cc1c(-c2ccc(-c3cccnc3F)cc2)nc2ccc(F)cc2c1C(=O)O;79.0
