SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1/C=C\C)N	No_5_110,23/000000071,"InChI=1S/C15H20N4O3/c1-2-4-12-11(9-19-22-12)13-7-10(8-14(20)21-13)5-3-6-18-15(16)17/h2,4,7-9,15,18H,3,5-6,16-17H2,1H3/b4-2-",C15H18N4O3,302,1.14,4.5,9.67,4.94,-140,3.4243618187252185,1
c1nc([nH]c1c1cc([nH]c1CN)/C=C/C)CCCCCOC(=O)C	No_6_397,4/000000202,"InChI=1S/C18H26N4O2/c1-3-7-14-10-15(16(11-19)21-14)17-12-20-18(22-17)8-5-4-6-9-24-13(2)23/h3,7,10,12,21H,4-6,8-9,11,19H2,1-2H3,(H,20,22)/b7-3+",C18H26N4O2,330,1.77,4.5,3.38,24.9,-200,3.211203618469657,1
OC(=O)Cc1cc(NC(=O)N)ccc1	No_4_3,4/000000223,"InChI=1S/C9H10N2O3/c10-9(14)11-7-3-1-2-6(4-7)5-8(12)13/h1-4H,5H2,(H,12,13)(H3,10,11,14)",C9H10N2O3,194,-0.17,4.5,2.74,2.22,0,1.7040826099836366,1
OC(=O)CC#Cc1ccc(c2c1[nH]cn2)I	No_4_161,12/000000036,"InChI=1S/C11H7IN2O2/c12-8-5-4-7(2-1-3-9(15)16)10-11(8)14-6-13-10/h4-6H,3H2,(H,13,14)(H,15,16)",C11H7N2O2I,326,2.47,4.49,5.4,17.2,-40,3.3378684753483325,1
OC(=O)c1ccn(c1C#CCO)C[C@H](C)Cl	No_4_70,6/000000071,"InChI=1S/C11H12ClNO3/c1-8(12)7-13-5-4-9(11(15)16)10(13)3-2-6-14/h4-5,8,14H,6-7H2,1H3,(H,15,16)/t8-/m0/s1",C11H12NO3Cl,241,1.58,4.48,6.88,3.85,-170,3.7321767698812867,1
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_35,23/000000075,"InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-",C16H10N2O6,326,0.34,4.46,5.07,4.94,-20,3.383904831962046,1
O=C(Nc1cc(/C=C/CNC[C@H]2CNCCC2)cc(c1)CN)N	No_4_260,4/000000269,"InChI=1S/C17H27N5O/c18-10-15-7-13(8-16(9-15)22-17(19)23)3-1-5-20-11-14-4-2-6-21-12-14/h1,3,7-9,14,20-21H,2,4-6,10-12,18H2,(H3,19,22,23)/b3-1+/t14-/m0/s1",C17H27N5O,317,-0.01,4.46,5.53,6.77,-150,3.215400885851234,1
Oc1ccc(c(c1)NC(=O)N)/C=C/Cc1ncn[nH]1	No_7_353,4/000000176,"InChI=1S/C12H13N5O2/c13-12(19)16-10-6-9(18)5-4-8(10)2-1-3-11-14-7-15-17-11/h1-2,4-7,18H,3H2,(H3,13,16,19)(H,14,15,17)/b2-1+",C12H13N5O2,259,0.27,4.45,2.33,3.58,-60,2.914330994806569,1
OC(=O)Cc1c(ccc(c1)NC(=O)N)/C=C/COC	No_2_476,4/000000040,"InChI=1S/C13H16N2O4/c1-19-6-2-3-9-4-5-11(15-13(14)18)7-10(9)8-12(16)17/h2-5,7H,6,8H2,1H3,(H,16,17)(H3,14,15,18)/b3-2+",C13H16N2O4,264,0.14,4.45,3.06,17.2,-20,2.470037700920967,1
OCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCC	No_5_400,4/000000070,"InChI=1S/C13H20N4O/c1-2-3-4-13-15-7-12(17-13)10-5-9(8-18)16-11(10)6-14/h5,7,16,18H,2-4,6,8,14H2,1H3,(H,15,17)",C13H20N4O,248,0.17,4.44,2.75,18.7,-120,3.1150425753131827,1
N[C@@H](NCCCCCl)NCCCc1cc(oc(=O)c1)c1cnoc1	No_4_508,23/000000024,"InChI=1S/C16H23ClN4O3/c17-5-1-2-6-19-16(18)20-7-3-4-12-8-14(24-15(22)9-12)13-10-21-23-11-13/h8-11,16,19-20H,1-7,18H2",C16H21N4O3Cl,352,2.24,4.44,6.6,4.94,-120,3.758636878253858,1
Oc1c(cccc1C)/C(=C/C1=C(C(=O)OC1)c1nn[nH]n1)/C	No_2_365,5/000000005,"InChI=1S/C15H14N4O3/c1-8-4-3-5-11(13(8)20)9(2)6-10-7-22-15(21)12(10)14-16-18-19-17-14/h3-6,20H,7H2,1-2H3,(H,16,17,18,19)/b9-6+",C15H14N4O3,298,2.38,4.43,5.61,24.6,-160,3.19750822071033,1
O=C(Nc1cc(cc(c1)CN)/C=C/CC1=CNCC=N1)N	No_3_365,4/000000121,"InChI=1S/C15H19N5O/c16-9-12-6-11(7-14(8-12)20-15(17)21)2-1-3-13-10-18-4-5-19-13/h1-2,5-8,10,18H,3-4,9,16H2,(H3,17,20,21)/b2-1+",C15H19N5O,285,-0.08,4.42,4.34,5.09,0,3.4691674665860157,1
OC(=O)c1c[nH]c(c1C(=O)OC(=O)C)/C=C/C1NCNCN1	No_2_490,6/000000128,"InChI=1S/C13H16N4O5/c1-7(18)22-13(21)11-8(12(19)20)4-15-9(11)2-3-10-16-5-14-6-17-10/h2-4,10,14-17H,5-6H2,1H3,(H,19,20)/b3-2+",C13H16N4O5,308,-0.26,4.42,4.41,5.09,-170,3.8994131428109693,1
OCc1ccc(cc1)C/C(=C/[C@H]1OC(=O)CC1)/c1ncn[nH]1	No_4_375,6/000000009,"InChI=1S/C16H17N3O3/c20-9-12-3-1-11(2-4-12)7-13(16-17-10-18-19-16)8-14-5-6-15(21)22-14/h1-4,8,10,14,20H,5-7,9H2,(H,17,18,19)/b13-8-/t14-/m0/s1",C16H17N3O3,299,1.42,4.42,7.85,5.09,-150,3.4716295531061157,1
OC(=O)CC[C@@H]1C=C(OC(=C1)CO)C(=O)NCC	No_3_522,20/000000145,"InChI=1S/C12H17NO5/c1-2-13-12(17)10-6-8(3-4-11(15)16)5-9(7-14)18-10/h5-6,8,14H,2-4,7H2,1H3,(H,13,17)(H,15,16)/t8-/m0/s1",C12H17NO5,255,-0.09,4.41,1.02,5.24,-190,3.819736707272341,1
OC(=O)c1cc(cc(c1)CO)C/C=C/CC	No_2_322,13/000000001,"InChI=1S/C13H16O3/c1-2-3-4-5-10-6-11(9-14)8-12(7-10)13(15)16/h3-4,6-8,14H,2,5,9H2,1H3,(H,15,16)/b4-3+",C13H16O3,220,2.05,4.41,2.87,3.58,-40,2.399045328495186,1
O[C@@H](CCCCc1cc(F)cc(c1)NC(=O)N)c1nnco1	No_5_84,4/000000011,"InChI=1S/C14H17FN4O3/c15-10-5-9(6-11(7-10)18-14(16)21)3-1-2-4-12(20)13-19-17-8-22-13/h5-8,12,20H,1-4H2,(H3,16,18,21)/t12-/m0/s1",C14H17N4O3F,308,1.72,4.4,8.89,5.09,-150,3.165205584433658,1
C1=C(CNC1=O)[C@H](C)C#Cc1ccc(cc1Br)C(=O)O	No_1_608,26/000000006,"InChI=1S/C15H12BrNO3/c1-9(12-7-14(18)17-8-12)2-3-10-4-5-11(15(19)20)6-13(10)16/h4-7,9H,8H2,1H3,(H,17,18)(H,19,20)/t9-/m1/s1",C15H11NO3Br,333,2.0,4.4,4.55,20.7,-170,3.749957327849259,1
OCc1cc(c([nH]1)CF)c1cnc([nH]1)C(=O)C/C=C/C	No_3_648,4/000000344,"InChI=1S/C14H16FN3O2/c1-2-3-4-13(20)14-16-7-12(18-14)10-5-9(8-19)17-11(10)6-15/h2-3,5,7,17,19H,4,6,8H2,1H3,(H,16,18)/b3-2+",C14H16N3O2F,277,0.76,4.39,3.97,24.7,-120,3.6852146964903385,1
OC(=O)CC#Cc1ccc(c2c1[nH]cn2)CNC(=O)C	No_4_496,12/000000045,"InChI=1S/C14H13N3O3/c1-9(18)15-7-11-6-5-10(3-2-4-12(19)20)13-14(11)17-8-16-13/h5-6,8H,4,7H2,1H3,(H,15,18)(H,16,17)(H,19,20)",C14H13N3O3,271,0.8,4.39,4.78,20.9,-60,3.0054550811057235,1
OC(=O)CC#Cc1ccc(c2c1[nH]cn2)NC(=O)CCl	No_4_233,12/000000038,"InChI=1S/C13H10ClN3O3/c14-6-10(18)17-9-5-4-8(2-1-3-11(19)20)12-13(9)16-7-15-12/h4-5,7H,3,6H2,(H,15,16)(H,17,18)(H,19,20)",C13H10N3O3Cl,291,0.9,4.39,5.39,22.0,-40,3.0291938173694595,1
OC(=O)CC1=CCC(=C1)[C@H](/C=C/c1ccc(c(c1)Cl)O)N	No_4_135,5/000000010,"InChI=1S/C16H16ClNO3/c17-13-8-10(3-6-15(13)19)2-5-14(18)12-4-1-11(7-12)9-16(20)21/h1-3,5-8,14,19H,4,9,18H2,(H,20,21)/b5-2+/t14-/m0/s1",C16H16NO3Cl,305,1.5,4.38,1.37,4.81,-170,3.7070904579297776,1
O=C(Nc1cc(cc(c1)CCC/C=C/Nc1cnccc1)CCl)N	No_4_528,4/000000310,"InChI=1S/C18H21ClN4O/c19-12-15-9-14(10-17(11-15)23-18(20)24)5-2-1-3-8-22-16-6-4-7-21-13-16/h3-4,6-11,13,22H,1-2,5,12H2,(H3,20,23,24)/b8-3+",C18H21N4OCl,344,2.08,4.37,6.0,6.58,0,2.6983210983043993,1
OC(=O)Cc1ccc(c(c1)NC(=O)N)F	No_3_542,4/000000146,"InChI=1S/C9H9FN2O3/c10-6-2-1-5(4-8(13)14)3-7(6)12-9(11)15/h1-3H,4H2,(H,13,14)(H3,11,12,15)",C9H9N2O3F,212,-0.01,4.36,3.71,3.58,0,1.911986964957764,1
Oc1ccc(cc1Cl)C/C(=C/[C@H]1OC(=O)CC1)/c1nnc[nH]1	No_6_30,6/000000054,"InChI=1S/C15H14ClN3O3/c16-12-6-9(1-3-13(12)20)5-10(15-17-8-18-19-15)7-11-2-4-14(21)22-11/h1,3,6-8,11,20H,2,4-5H2,(H,17,18,19)/b10-7-/t11-/m0/s1",C15H14N3O3Cl,319,3.56,4.35,8.38,5.09,-150,3.8589934610731493,1
OC(=O)[C@@H](c1[nH]ncc1)C#CCN(CC)CO	No_4_481,20/000000103,"InChI=1S/C11H15N3O3/c1-2-14(8-15)7-3-4-9(11(16)17)10-5-6-12-13-10/h5-6,9,15H,2,7-8H2,1H3,(H,12,13)(H,16,17)/t9-/m1/s1",C11H15N3O3,237,0.22,4.35,2.11,3.58,-190,3.994510405624072,1
OCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCc1ccccc1	No_6_248,4/000000196,"InChI=1S/C19H24N4O/c20-11-17-16(10-15(13-24)22-17)18-12-21-19(23-18)9-5-4-8-14-6-2-1-3-7-14/h1-3,6-7,10,12,22,24H,4-5,8-9,11,13,20H2,(H,21,23)",C19H24N4O,324,1.61,4.35,4.1,21.5,-100,2.774189507286721,1
Oc1ccc(cc1c1oc(cc1)/C(=C\CO)/c1n[nH]nc1)Cl	No_5_535,29/000000054,"InChI=1S/C15H12ClN3O3/c16-9-1-2-13(21)11(7-9)15-4-3-14(22-15)10(5-6-20)12-8-17-19-18-12/h1-5,7-8,20-21H,6H2,(H,17,18,19)/b10-5-",C15H12N3O3Cl,317,3.59,4.35,4.87,24.3,-120,3.022433247296645,1
OC(=O)C(=C)c1ccc(c(c1)Br)CN[C@@H]1C=NOC1	No_4_268,17/000000001,"InChI=1S/C13H13BrN2O3/c1-8(13(17)18)9-2-3-10(12(14)4-9)5-15-11-6-16-19-7-11/h2-4,6,11,15H,1,5,7H2,(H,17,18)/t11-/m1/s1",C13H13N2O3Br,325,2.91,4.35,7.0,3.58,-150,3.7921784295382155,1
OC(=O)c1ccn(c1C#CCO)CCCl	No_3_17,6/000000023,"InChI=1S/C10H10ClNO3/c11-4-6-12-5-3-8(10(14)15)9(12)2-1-7-13/h3,5,13H,4,6-7H2,(H,14,15)",C10H10NO3Cl,227,1.28,4.34,6.38,3.85,0,3.182032180717613,1
OC(=O)c1n[nH]nc1/C(=C/C)/c1cccc(c1Cl)Cl	No_5_614,29/000000060,"InChI=1S/C12H9Cl2N3O2/c1-2-6(7-4-3-5-8(13)9(7)14)10-11(12(18)19)16-17-15-10/h2-5H,1H3,(H,18,19)(H,15,16,17)/b6-2+",C12H9N3O2Cl2,297,4.54,4.34,4.03,3.58,-20,2.9455013103884227,1
C=C[C@H](CCc1ccc(cc1)OCNCC)n1nnc(c1)CN	No_6_253,23/000000043,"InChI=1S/C17H25N5O/c1-3-16(22-12-15(11-18)20-21-22)8-5-14-6-9-17(10-7-14)23-13-19-4-2/h3,6-7,9-10,12,16,19H,1,4-5,8,11,13,18H2,2H3/t16-/m1/s1",C17H25N5O,315,2.07,4.34,2.35,6.45,-190,3.425258228508577,1
OCc1cc(C#Cc2ccccc2)cc(c1)C(=O)N	No_4_631,19/000000026,"InChI=1S/C16H13NO2/c17-16(19)15-9-13(8-14(10-15)11-18)7-6-12-4-2-1-3-5-12/h1-5,8-10,18H,11H2,(H2,17,19)",C16H13NO2,251,2.7,4.33,3.09,2.22,0,2.146697661473235,1
O=C(Nc1cc(cc(c1)CN)/C=C/C[NH2+][C@H]1CC=CC1)N	No_4_509,4/000000309,"InChI=1S/C16H22N4O/c17-11-13-8-12(9-15(10-13)20-16(18)21)4-3-7-19-14-5-1-2-6-14/h1-4,8-10,14,19H,5-7,11,17H2,(H3,18,20,21)/p+1/b4-3+",C16H23N4O,287,0.38,4.33,3.51,5.09,-150,3.7235120819706307,1
Oc1ccc(cc1Cl)C/C(=C/[C@H]1OC(=O)CC1)/c1nc[nH]c1	No_3_655,6/000000001,"InChI=1S/C16H15ClN2O3/c17-13-6-10(1-3-15(13)20)5-11(14-8-18-9-19-14)7-12-2-4-16(21)22-12/h1,3,6-9,12,20H,2,4-5H2,(H,18,19)/b11-7-/t12-/m0/s1",C16H15N2O3Cl,318,2.79,4.33,8.9,5.09,-150,3.7540286259083127,1
Oc1cccc(c1)/C(=C\c1nonc1)/[C@H](N)O	No_3_794,16/000000009,"InChI=1S/C11H11N3O3/c12-11(16)10(5-8-6-13-17-14-8)7-2-1-3-9(15)4-7/h1-6,11,15-16H,12H2/b10-5+/t11-/m1/s1",C11H11N3O3,233,1.4,4.32,6.11,3.58,-150,3.8586129219906837,1
c1oc2c(n1)cccc2Nc1ccc2c(c1)[nH]c(cc2=O)CC	No_2_428,25/000000005,"InChI=1S/C18H15N3O2/c1-2-11-9-17(22)13-7-6-12(8-16(13)20-11)21-15-5-3-4-14-18(15)23-10-19-14/h3-10,21H,2H2,1H3,(H,20,22)",C18H15N3O2,305,2.67,4.32,6.42,19.8,-100,2.673139084110458,1
OCC1=CCC=C(O1)C(=O)NCC	No_2_242,20/000000030,"InChI=1S/C9H13NO3/c1-2-10-9(12)8-5-3-4-7(6-11)13-8/h4-5,11H,2-3,6H2,1H3,(H,10,12)",C9H13NO3,183,0.22,4.31,2.04,3.58,-20,3.442501288470364,1
c1c(nnn1[C@@H](CCCC)CN)CN	No_3_563,23/000000001,"InChI=1S/C9H19N5/c1-2-3-4-9(6-11)14-7-8(5-10)12-13-14/h7,9H,2-6,10-11H2,1H3/t9-/m0/s1",C9H19N5,197,-0.21,4.31,0.32,3.58,-190,3.3355055501026207,1
C#CCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCBr	No_5_485,4/000000077,"InChI=1S/C16H21BrN4/c1-2-6-12-9-13(14(10-18)20-12)15-11-19-16(21-15)7-4-3-5-8-17/h1,9,11,20H,3-8,10,18H2,(H,19,21)",C16H21N4Br,349,2.33,4.3,3.29,23.8,-120,3.4847859281244773,1
OC(=O)c1ccn(c1C#CCO)C[C@H](CO)Cl	No_4_62,6/000000066,"InChI=1S/C11H12ClNO4/c12-8(7-15)6-13-4-3-9(11(16)17)10(13)2-1-5-14/h3-4,8,14-15H,5-7H2,(H,16,17)/t8-/m1/s1",C11H12NO4Cl,257,0.45,4.3,7.39,3.85,-150,3.871009117642859,1
Oc1[nH]nc(c1CCCN)C(=O)C#CCN	No_4_13,21/000000007,"InChI=1S/C10H14N4O2/c11-5-1-3-7-9(13-14-10(7)16)8(15)4-2-6-12/h1,3,5-6,11-12H2,(H2,13,14,16)",C10H14N4O2,222,-0.25,4.29,4.74,3.72,0,3.6410075662574233,1
OC(=O)[C@H](CCC/C=C/c1nnc(o1)CO)F	No_6_363,7/000000001,"InChI=1S/C10H13FN2O4/c11-7(10(15)16)4-2-1-3-5-8-12-13-9(6-14)17-8/h3,5,7,14H,1-2,4,6H2,(H,15,16)/b5-3+/t7-/m0/s1",C10H13N2O4F,244,1.2,4.29,6.04,2.22,-150,3.6206436298466587,1
Oc1ccc(c(c1)NC(=O)N)/C=C/CC1=NOCC1	No_2_257,4/000000161,"InChI=1S/C13H15N3O3/c14-13(18)15-12-8-11(17)5-4-9(12)2-1-3-10-6-7-19-16-10/h1-2,4-5,8,17H,3,6-7H2,(H3,14,15,18)/b2-1+",C13H15N3O3,261,0.74,4.29,2.72,3.58,-60,3.269156635832209,1
O[C@@H](CC#Cc1ccc(cc1Br)NC(=O)CO)C	No_4_335,17/000000003,"InChI=1S/C13H14BrNO3/c1-9(17)3-2-4-10-5-6-11(7-12(10)14)15-13(18)8-16/h5-7,9,16-17H,3,8H2,1H3,(H,15,18)/t9-/m1/s1",C13H14NO3Br,312,1.5,4.29,8.39,17.1,-170,3.134363394870457,1
OC(=O)[C@@H](CO)Oc1ccccc1CC#CC	No_4_345,20/000000027,"InChI=1S/C13H14O4/c1-2-3-6-10-7-4-5-8-11(10)17-12(9-14)13(15)16/h4-5,7-8,12,14H,6,9H2,1H3,(H,15,16)/t12-/m1/s1",C13H14O4,234,1.41,4.29,7.07,3.58,-170,3.0866740717451844,1
Oc1ccc(c(c1)NC(=O)N)/C=C/Cc1cccc(c1F)F	No_7_160,4/000000169,"InChI=1S/C16H14F2N2O2/c17-13-6-2-5-11(15(13)18)4-1-3-10-7-8-12(21)9-14(10)20-16(19)22/h1-3,5-9,21H,4H2,(H3,19,20,22)/b3-1+",C16H14N2O2F2,304,2.67,4.28,2.12,4.94,-60,2.5245808603393414,1
OC[C@@H](CN)c1cc(NC(=O)N)cc(c1)CCCCl	No_3_689,4/000000155,"InChI=1S/C13H20ClN3O2/c14-3-1-2-9-4-10(11(7-15)8-18)6-12(5-9)17-13(16)19/h4-6,11,18H,1-3,7-8,15H2,(H3,16,17,19)/t11-/m1/s1",C13H20N3O2Cl,285,0.02,4.28,6.37,15.9,-150,3.1072259789409173,1
O=C(Nc1cc(Br)cc(c1)CCC/C=C/Nc1cnccc1)N	No_4_441,4/000000299,"InChI=1S/C17H19BrN4O/c18-14-9-13(10-16(11-14)22-17(19)23)5-2-1-3-8-21-15-6-4-7-20-12-15/h3-4,6-12,21H,1-2,5H2,(H3,19,22,23)/b8-3+",C17H19N4OBr,375,2.41,4.28,4.12,6.45,0,2.615617395351455,1
OC(=O)c1noc(c1C#CCN)c1occc1	No_1_360,6/000000144,"InChI=1S/C11H8N2O4/c12-5-1-3-7-9(11(14)15)13-17-10(7)8-4-2-6-16-8/h2,4,6H,5,12H2,(H,14,15)",C11H8N2O4,232,0.63,4.28,4.12,23.0,-80,2.993867543379018,1
OC(=O)c1c(C(=O)OCC)c([nH]c1)/C=C/C(=O)CCN	No_2_687,6/000000136,"InChI=1S/C13H16N2O5/c1-2-20-13(19)11-9(12(17)18)7-15-10(11)4-3-8(16)5-6-14/h3-4,7,15H,2,5-6,14H2,1H3,(H,17,18)/b4-3+",C13H16N2O5,280,-0.19,4.27,3.57,5.09,-170,2.9328157953914378,1
c1nc([nH]c1c1cc([nH]c1CN)/C=C/C)CCCCCC[NH3+]	No_6_189,4/000000185,"InChI=1S/C17H27N5/c1-2-7-13-10-14(15(11-19)21-13)16-12-20-17(22-16)8-5-3-4-6-9-18/h2,7,10,12,21H,3-6,8-9,11,18-19H2,1H3,(H,20,22)/p+1/b7-2+",C17H28N5,302,1.33,4.27,3.12,22.3,-140,3.7986684121318124,1
OC/C=C/c1cn(cc1CO)[C@H](CCC)CCl	No_6_466,4/000000064,"InChI=1S/C13H20ClNO2/c1-2-4-13(7-14)15-8-11(5-3-6-16)12(9-15)10-17/h3,5,8-9,13,16-17H,2,4,6-7,10H2,1H3/b5-3+/t13-/m1/s1",C13H20NO2Cl,257,1.88,4.27,2.95,3.58,-170,3.9893460848384743,1
OCC(=O)C[NH2+]CC1=CCC(=CO1)c1cccc(c1)Cl	No_5_467,7/000000002,"InChI=1S/C15H16ClNO3/c16-13-3-1-2-11(6-13)12-4-5-15(20-10-12)8-17-7-14(19)9-18/h1-3,5-6,10,17-18H,4,7-9H2/p+1",C15H17NO3Cl,294,1.47,4.27,3.46,3.58,-160,3.9125230828408295,1
OC(=O)[C@@H](CO)Oc1ccccc1COC(=O)CC	No_5_44,20/000000065,"InChI=1S/C13H16O6/c1-2-12(15)18-8-9-5-3-4-6-10(9)19-11(7-14)13(16)17/h3-6,11,14H,2,7-8H2,1H3,(H,16,17)/t11-/m1/s1",C13H16O6,268,0.9,4.27,8.94,3.58,-170,2.684920949355119,1
C=CCc1cc(ncc1n1nnc(c1)CN)N	No_6_38,23/000000038,"InChI=1S/C11H14N6/c1-2-3-8-4-11(13)14-6-10(8)17-7-9(5-12)15-16-17/h2,4,6-7H,1,3,5,12H2,(H2,13,14)",C11H14N6,230,-0.08,4.26,3.09,18.2,-160,3.061511774148249,1
OC(=O)c1ncc(nc1CCl)[C@@H](/C=C/c1cc(N)cc(c1)F)O	No_4_315,27/000000001,"InChI=1S/C15H13ClFN3O3/c16-6-11-14(15(22)23)19-7-12(20-11)13(21)2-1-8-3-9(17)5-10(18)4-8/h1-5,7,13,21H,6,18H2,(H,22,23)/b2-1+/t13-/m1/s1",C15H13N3O3FCl,337,0.57,4.26,5.05,20.8,-150,3.6516582285085777,1
O=C(Nc1cc(/C=C/CNC[C@@H]2COCC2)cc(c1)CN)N	No_4_411,4/000000287,"InChI=1S/C16H24N4O2/c17-9-14-6-12(7-15(8-14)20-16(18)21)2-1-4-19-10-13-3-5-22-11-13/h1-2,6-8,13,19H,3-5,9-11,17H2,(H3,18,20,21)/b2-1+/t13-/m1/s1",C16H24N4O2,304,-0.18,4.26,4.58,6.77,-150,3.192112142391829,1
Oc1[nH]nc(c1CCCN)C(=O)/C=C/C1=CNC=CC1	No_4_351,21/000000012,"InChI=1S/C14H18N4O2/c15-7-1-4-11-13(17-18-14(11)20)12(19)6-5-10-3-2-8-16-9-10/h2,5-6,8-9,16H,1,3-4,7,15H2,(H2,17,18,20)/b6-5+",C14H18N4O2,274,1.04,4.26,5.11,3.72,-40,3.841681787294272,1
OC(=O)CC#Cc1cccc(c1)[C@@H](c1[nH]c(=O)[nH]c1)Br	No_4_201,19/000000017,"InChI=1S/C14H11BrN2O3/c15-13(11-8-16-14(20)17-11)10-5-1-3-9(7-10)4-2-6-12(18)19/h1,3,5,7-8,13H,6H2,(H,18,19)(H2,16,17,20)/t13-/m0/s1",C14H11N2O3Br,335,1.8,4.26,7.91,21.5,-150,3.6360999102668403,1
OC(=O)CC#Cc1ccc(c2c1[nH]cn2)CC(=O)C	No_4_332,12/000000042,"InChI=1S/C14H12N2O3/c1-9(17)7-11-6-5-10(3-2-4-12(18)19)13-14(11)16-8-15-13/h5-6,8H,4,7H2,1H3,(H,15,16)(H,18,19)",C14H12N2O3,256,1.1,4.26,6.39,19.5,-60,3.114589727269075,1
Oc1ccc(c(c1)NC(=O)N)/C=C/[C@@H](CN)OC	No_2_295,4/000000164,"InChI=1S/C12H17N3O3/c1-18-10(7-13)5-3-8-2-4-9(16)6-11(8)15-12(14)17/h2-6,10,16H,7,13H2,1H3,(H3,14,15,17)/b5-3+/t10-/m0/s1",C12H17N3O3,251,-0.37,4.25,4.09,3.58,-170,3.3805112755611955,1
O[C@H](c1ccnc2c1[nH]cc2)C(=O)c1nonc1	No_2_134,29/000000017,"InChI=1S/C11H8N4O3/c16-10(11(17)8-5-14-18-15-8)6-1-3-12-7-2-4-13-9(6)7/h1-5,10,13,16H/t10-/m1/s1",C11H8N4O3,244,0.4,4.25,4.14,3.58,-190,3.915424118213048,1
OC/C=C/c1ccc(cc1)[C@H](CCNC(=O)C)[NH3+]	No_5_593,6/000000059,"InChI=1S/C14H20N2O2/c1-11(18)16-9-8-14(15)13-6-4-12(5-7-13)3-2-10-17/h2-7,14,17H,8-10,15H2,1H3,(H,16,18)/p+1/b3-2+/t14-/m0/s1",C14H21N2O2,249,0.9,4.25,2.03,3.58,-170,3.422498804603583,1
OCc1c(C(=O)O)n(cc1)CC[C@H](C)C=C1C(=O)CCCC1=O	No_5_444,4/000000012,"InChI=1S/C17H21NO5/c1-11(9-13-14(20)3-2-4-15(13)21)5-7-18-8-6-12(10-19)16(18)17(22)23/h6,8-9,11,19H,2-5,7,10H2,1H3,(H,22,23)/t11-/m0/s1",C17H21NO5,319,0.45,4.25,9.52,5.09,-170,3.6819043823547313,1
N[C@@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1CCl	No_4_411,23/000000022,"InChI=1S/C15H21ClN4O3/c1-2-18-15(17)19-5-3-4-10-6-12(22-14(21)7-10)11-9-20-23-13(11)8-16/h6-7,9,15,18-19H,2-5,8,17H2,1H3",C15H19N4O3Cl,338,1.65,4.25,10.63,3.58,-140,3.8878156249582805,1
OCc1c(c2cnc([nH]2)C(=O)CCl)cc([nH]1)COC	No_3_107,4/000000330,"InChI=1S/C12H14ClN3O3/c1-19-6-7-2-8(10(5-17)15-7)9-4-14-12(16-9)11(18)3-13/h2,4,15,17H,3,5-6H2,1H3,(H,14,16)",C12H14N3O3Cl,283,-0.36,4.24,3.34,22.7,-120,3.350078841928001,1
Oc1ccc(cc1Cl)/C=C/[C@@H](c1nnco1)N	No_4_31,5/000000006,"InChI=1S/C11H10ClN3O2/c12-8-5-7(2-4-10(8)16)1-3-9(13)11-15-14-6-17-11/h1-6,9,16H,13H2/b3-1+/t9-/m0/s1",C11H10N3O2Cl,251,2.46,4.24,2.52,2.22,-150,3.5287052296829913,1
OC(=O)c1oc(cc1)c1ccc(c(c1)Cl)OCCO	No_5_49,20/000000069,"InChI=1S/C13H11ClO5/c14-9-7-8(1-2-11(9)18-6-5-15)10-3-4-12(19-10)13(16)17/h1-4,7,15H,5-6H2,(H,16,17)",C13H11O5Cl,282,2.12,4.24,5.58,5.09,-120,2.059003370229888,1
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_396,23/000000054,"InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1",C16H22N4O,286,1.33,4.24,2.53,6.45,-150,3.246749768274605,1
OC(=O)C[C@H](C(=O)O)C#Cc1cccc2c1[nH]cn2	No_4_296,12/000000040,"InChI=1S/C13H10N2O4/c16-11(17)6-9(13(18)19)5-4-8-2-1-3-10-12(8)15-7-14-10/h1-3,7,9H,6H2,(H,14,15)(H,16,17)(H,18,19)/t9-/m1/s1",C13H10N2O4,258,0.74,4.24,4.74,20.1,-190,3.4685311145890143,1
OCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCCC	No_6_686,4/000000219,"InChI=1S/C16H26N4O/c1-2-3-4-5-6-7-16-18-10-15(20-16)13-8-12(11-21)19-14(13)9-17/h8,10,19,21H,2-7,9,11,17H2,1H3,(H,18,20)",C16H26N4O,290,1.24,4.24,3.6,20.5,-120,2.9799505435090925,1
