SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC(=O)[C@@H](CO)Oc1ccccc1CCC	No_5_30;20/000000060;InChI=1S/C12H16O4/c1-2-5-9-6-3-4-7-10(9)16-11(8-13)12(14)15/h3-4,6-7,11,13H,2,5,8H2,1H3,(H,14,15)/t11-/m1/s1;C12H16O4;224;1.55;4.12;8.87;2.22;-170
OC(=O)[C@@H](CO)Oc1ccccc1C/C=C/CC	No_5_74;20/000000083;InChI=1S/C14H18O4/c1-2-3-4-7-11-8-5-6-9-12(11)18-13(10-15)14(16)17/h3-6,8-9,13,15H,2,7,10H2,1H3,(H,16,17)/b4-3+/t13-/m1/s1;C14H18O4;250;1.94;4.84;8.83;3.58;-170
OC(=O)[C@@H](CO)Oc1ccccc1CCC	No_4_70;20/000000009;InChI=1S/C12H16O4/c1-2-5-9-6-3-4-7-10(9)16-11(8-13)12(14)15/h3-4,6-7,11,13H,2,5,8H2,1H3,(H,14,15)/t11-/m1/s1;C12H16O4;224;1.55;4.09;9.06;2.22;-170
OC(=O)[C@@H](CO)Oc1ccccc1C/C=C/CCl	No_5_54;20/000000073;InChI=1S/C13H15ClO4/c14-8-4-3-6-10-5-1-2-7-11(10)18-12(9-15)13(16)17/h1-5,7,12,15H,6,8-9H2,(H,16,17)/b4-3+/t12-/m1/s1;C13H15O4Cl;270;1.92;4.85;7.61;3.58;-150
OC(=O)[C@H](c1nonc1)C#Cc1nc2c([nH]1)cccc2	No_4_367;20/000000091;InChI=1S/C13H8N4O3/c18-13(19)8(11-7-14-20-17-11)5-6-12-15-9-3-1-2-4-10(9)16-12/h1-4,7-8H,(H,15,16)(H,18,19)/t8-/m0/s1;C13H8N4O3;268;2.09;5.35;2.52;24.30;-190
OC(=O)[C@@H](CO)Oc1ccccc1CC#CC	No_4_195;20/000000018;InChI=1S/C13H14O4/c1-2-3-6-10-7-4-5-8-11(10)17-12(9-14)13(15)16/h4-5,7-8,12,14H,6,9H2,1H3,(H,15,16)/t12-/m1/s1;C13H14O4;234;1.41;4.13;7.01;3.58;-170
OC(=O)[C@@H](CO)Oc1ccccc1COC(=O)CC	No_5_46;20/000000067;InChI=1S/C13H16O6/c1-2-12(15)18-8-9-5-3-4-6-10(9)19-11(7-14)13(16)17/h3-6,11,14H,2,7-8H2,1H3,(H,16,17)/t11-/m1/s1;C13H16O6;268;0.90;4.26;8.33;3.58;-170
OC(=O)[C@@H](CO)Oc1ccccc1C/C=C\CN	No_4_85;20/000000013;InChI=1S/C13H17NO4/c14-8-4-3-6-10-5-1-2-7-11(10)18-12(9-15)13(16)17/h1-5,7,12,15H,6,8-9,14H2,(H,16,17)/b4-3-/t12-/m1/s1;C13H17NO4;251;0.58;4.33;8.11;3.58;-150
OC(=O)[C@H](n1nnnc1)C#Cc1nnc[nH]1	No_4_698;20/000000119;InChI=1S/C7H5N7O2/c15-7(16)5(14-4-10-12-13-14)1-2-6-8-3-9-11-6/h3-5H,(H,15,16)(H,8,9,11)/t5-/m1/s1;C7H5N7O2;219;-0.33;4.23;1.89;2.22;-150
OCC1=CCC=C(O1)C(=O)NCCC(=O)C	No_2_626;20/000000046;InChI=1S/C11H15NO4/c1-8(14)5-6-12-11(15)10-4-2-3-9(7-13)16-10/h3-4,13H,2,5-7H2,1H3,(H,12,15);C11H15NO4;225;-0.39;4.05;1.44;5.09;-80
OCCNC(=O)C1=C[C@H](C=C(O1)CO)CC=C	No_3_408;20/000000143;InChI=1S/C12H17NO4/c1-2-3-9-6-10(8-15)17-11(7-9)12(16)13-4-5-14/h2,6-7,9,14-15H,1,3-5,8H2,(H,13,16)/t9-/m0/s1;C12H17NO4;239;-0.34;4.36;3.48;17.40;-150
OC(=O)[C@@H](CO)Oc1ccccc1CC#CC	No_4_194;20/000000017;InChI=1S/C13H14O4/c1-2-3-6-10-7-4-5-8-11(10)17-12(9-14)13(15)16/h4-5,7-8,12,14H,6,9H2,1H3,(H,15,16)/t12-/m1/s1;C13H14O4;234;1.41;4.21;7.23;3.58;-170
OC(=O)[C@@H](CO)Oc1ccccc1CCC	No_5_33;20/000000061;InChI=1S/C12H16O4/c1-2-5-9-6-3-4-7-10(9)16-11(8-13)12(14)15/h3-4,6-7,11,13H,2,5,8H2,1H3,(H,14,15)/t11-/m1/s1;C12H16O4;224;1.55;4.09;9.06;2.22;-170
OC(=O)[C@@H](CO)Oc1ccccc1C/C=C/CC	No_5_67;20/000000076;InChI=1S/C14H18O4/c1-2-3-4-7-11-8-5-6-9-12(11)18-13(10-15)14(16)17/h3-6,8-9,13,15H,2,7,10H2,1H3,(H,16,17)/b4-3+/t13-/m1/s1;C14H18O4;250;1.94;4.90;7.74;3.58;-170
OC(=O)[C@H](c1nonc1)C#Cc1nc2c([nH]1)cccc2	No_4_371;20/000000095;InChI=1S/C13H8N4O3/c18-13(19)8(11-7-14-20-17-11)5-6-12-15-9-3-1-2-4-10(9)16-12/h1-4,7-8H,(H,15,16)(H,18,19)/t8-/m0/s1;C13H8N4O3;268;2.09;5.21;2.23;24.30;-190
OCC1=CCC=C(O1)C(=O)NC(/C=C/CN)(F)F	No_3_533;20/000000149;InChI=1S/C11H14F2N2O3/c12-11(13,5-2-6-14)15-10(17)9-4-1-3-8(7-16)18-9/h2-5,16H,1,6-7,14H2,(H,15,17)/b5-2+;C11H14N2O3F2;260;-0.05;4.03;2.34;3.58;-170
OCC1=CCC=C(O1)C(=O)NCCC(=O)C	No_2_628;20/000000047;InChI=1S/C11H15NO4/c1-8(14)5-6-12-11(15)10-4-2-3-9(7-13)16-10/h3-4,13H,2,5-7H2,1H3,(H,12,15);C11H15NO4;225;-0.39;4.03;1.39;5.09;-60
OC(=O)[C@H](c1nonc1)C#Cc1nc2c([nH]1)cccc2	No_4_368;20/000000092;InChI=1S/C13H8N4O3/c18-13(19)8(11-7-14-20-17-11)5-6-12-15-9-3-1-2-4-10(9)16-12/h1-4,7-8H,(H,15,16)(H,18,19)/t8-/m0/s1;C13H8N4O3;268;2.09;5.40;2.43;24.30;-190
OCC1=CCC=C(O1)C(=O)N[C@H](C)C=C	No_3_206;20/000000137;InChI=1S/C11H15NO3/c1-3-8(2)12-11(14)10-6-4-5-9(7-13)15-10/h3,5-6,8,13H,1,4,7H2,2H3,(H,12,14)/t8-/m1/s1;C11H15NO3;209;0.94;4.50;1.36;3.58;-170
OC(=O)C1=CCC=C(O1)C(=O)NCC	No_3_16;20/000000120;InChI=1S/C9H11NO4/c1-2-10-8(11)6-4-3-5-7(14-6)9(12)13/h4-5H,2-3H2,1H3,(H,10,11)(H,12,13);C9H11NO4;197;0.65;4.14;2.45;2.48;-20
OC(=O)c1oc(cc1)c1ccc(c(c1)Cl)OCCO	No_5_49;20/000000069;InChI=1S/C13H11ClO5/c14-9-7-8(1-2-11(9)18-6-5-15)10-3-4-12(19-10)13(16)17/h1-4,7,15H,5-6H2,(H,16,17);C13H11O5Cl;282;2.12;4.24;5.58;5.09;-120
OC(=O)[C@@H](CO)Oc1ccccc1CCC	No_4_71;20/000000010;InChI=1S/C12H16O4/c1-2-5-9-6-3-4-7-10(9)16-11(8-13)12(14)15/h3-4,6-7,11,13H,2,5,8H2,1H3,(H,14,15)/t11-/m1/s1;C12H16O4;224;1.55;4.18;8.80;2.22;-170
OC(=O)[C@H](c1nonc1)C#Cc1cccc(c1O)F	No_4_516;20/000000105;InChI=1S/C12H7FN2O4/c13-9-3-1-2-7(11(9)16)4-5-8(12(17)18)10-6-14-19-15-10/h1-3,6,8,16H,(H,17,18)/t8-/m0/s1;C12H7N2O4F;262;2.54;5.46;3.24;23.70;-150
OCC1=CCC=C(O1)C(=O)NC(/C=C/CN)(F)F	No_3_528;20/000000148;InChI=1S/C11H14F2N2O3/c12-11(13,5-2-6-14)15-10(17)9-4-1-3-8(7-16)18-9/h2-5,16H,1,6-7,14H2,(H,15,17)/b5-2+;C11H14N2O3F2;260;-0.05;4.15;2.86;3.58;-170
OC(=O)c1ccc(cc1)/C=C(/[C@]1(N=C(CC1)C(=O)CO)CN)\CBr	No_6_84;21/000000005;InChI=1S/C17H19BrN2O4/c18-8-13(7-11-1-3-12(4-2-11)16(23)24)17(10-19)6-5-14(20-17)15(22)9-21/h1-4,7,21H,5-6,8-10,19H2,(H,23,24)/b13-7+/t17-/m1/s1;C17H19N2O4Br;395;0.44;4.48;7.25;5.24;-150
Oc1[nH]nc(c1)C(=O)c1nc(nc(c1)NCCC)NCC(=O)O	No_4_142;21/000000008;InChI=1S/C13H16N6O4/c1-2-3-14-9-4-7(12(23)8-5-10(20)19-18-8)16-13(17-9)15-6-11(21)22/h4-5H,2-3,6H2,1H3,(H,21,22)(H2,18,19,20)(H2,14,15,16,17);C13H16N6O4;320;1.06;4.18;5.20;5.09;-80
Oc1[nH]nc(c1CCCO)C(=O)/C=C/C1=NCCCO1	No_4_318;21/000000011;InChI=1S/C13H17N3O4/c17-7-1-3-9-12(15-16-13(9)19)10(18)4-5-11-14-6-2-8-20-11/h4-5,17H,1-3,6-8H2,(H2,15,16,19)/b5-4+;C13H17N3O4;279;0.60;4.02;4.10;3.72;-20
c1[nH]c(cc1CCC1CCCCC1)C(=O)c1nc[nH]c(=O)c1	No_2_538;21/000000028;InChI=1S/C17H21N3O2/c21-16-9-15(19-11-20-16)17(22)14-8-13(10-18-14)7-6-12-4-2-1-3-5-12/h8-12,18H,1-7H2,(H,19,20,21);C17H21N3O2;299;1.86;4.19;3.20;3.58;-150
Oc1[nH]nc(c1)C(=O)C#C[C@@H](CBr)N	No_4_514;21/000000014;InChI=1S/C8H8BrN3O2/c9-4-5(10)1-2-7(13)6-3-8(14)12-11-6/h3,5H,4,10H2,(H2,11,12,14)/t5-/m0/s1;C8H8N3O2Br;258;1.40;4.13;2.47;2.22;-170
C(=C\[C@@H](c1c[nH]c(c1)C(=O)c1nc[nH]c(=O)c1)N)/CC	No_3_535;21/000000024;InChI=1S/C14H16N4O2/c1-2-3-4-10(15)9-5-11(16-7-9)14(20)12-6-13(19)18-8-17-12/h3-8,10,16H,2,15H2,1H3,(H,17,18,19)/b4-3+/t10-/m0/s1;C14H16N4O2;272;-0.20;4.03;2.68;3.58;-170
OC(=O)c1ccc(cc1)/C=C(/[C@]1(N=C(CC1)C(=O)CO)CN)\CBr	No_6_83;21/000000004;InChI=1S/C17H19BrN2O4/c18-8-13(7-11-1-3-12(4-2-11)16(23)24)17(10-19)6-5-14(20-17)15(22)9-21/h1-4,7,21H,5-6,8-10,19H2,(H,23,24)/b13-7+/t17-/m1/s1;C17H19N2O4Br;395;0.44;4.73;6.93;5.24;-150
c1[nH]c(cc1[C@H](C/C=C\CCl)N)C(=O)c1nc[nH]c(=O)c1	No_2_127;21/000000027;InChI=1S/C14H15ClN4O2/c15-4-2-1-3-10(16)9-5-11(17-7-9)14(21)12-6-13(20)19-8-18-12/h1-2,5-8,10,17H,3-4,16H2,(H,18,19,20)/b2-1-/t10-/m0/s1;C14H15N4O2Cl;306;0.18;4.02;3.54;5.09;-150
Oc1[nH]nc(c1)C(=O)c1nc(nc(c1)NCC)NCC(=O)O	No_4_608;21/000000016;InChI=1S/C12H14N6O4/c1-2-13-8-3-6(11(22)7-4-9(19)18-17-7)15-12(16-8)14-5-10(20)21/h3-4H,2,5H2,1H3,(H,20,21)(H2,17,18,19)(H2,13,14,15,16);C12H14N6O4;306;0.70;4.07;5.84;3.58;-40
Oc1[nH]nc(c1)C(=O)C#C[C@@H](CCC)N	No_4_545;21/000000015;InChI=1S/C10H13N3O2/c1-2-3-7(11)4-5-9(14)8-6-10(15)13-12-8/h6-7H,2-3,11H2,1H3,(H2,12,13,15)/t7-/m1/s1;C10H13N3O2;207;1.43;4.04;3.33;2.22;-190
c1ncn(n1)C(=O)NC(=O)[C@H](CCc1cccc(c1)C[NH3+])F	No_5_243;21/000000006;InChI=1S/C14H16FN5O2/c15-12(5-4-10-2-1-3-11(6-10)7-16)13(21)19-14(22)20-9-17-8-18-20/h1-3,6,8-9,12H,4-5,7,16H2,(H,19,21,22)/p+1/t12-/m0/s1;C14H17N5O2F;306;0.33;4.12;5.15;3.58;-150
C(=C\C1CCCC1)/c1nnc([nH]1)C(=O)c1nc[nH]c(=O)c1	No_3_408;21/000000020;InChI=1S/C14H15N5O2/c20-12-7-10(15-8-16-12)13(21)14-17-11(18-19-14)6-5-9-3-1-2-4-9/h5-9H,1-4H2,(H,15,16,20)(H,17,18,19)/b6-5+;C14H15N5O2;285;1.71;4.03;2.39;3.58;-150
c1[nH]c(cc1[C@H](C/C=C\CCl)N)C(=O)c1nc[nH]c(=O)c1	No_2_123;21/000000025;InChI=1S/C14H15ClN4O2/c15-4-2-1-3-10(16)9-5-11(17-7-9)14(21)12-6-13(20)19-8-18-12/h1-2,5-8,10,17H,3-4,16H2,(H,18,19,20)/b2-1-/t10-/m0/s1;C14H15N4O2Cl;306;0.18;4.01;3.50;5.09;-150
C(=C\C1CCCC1)/c1nnc([nH]1)C(=O)c1nc[nH]c(=O)c1	No_3_411;21/000000022;InChI=1S/C14H15N5O2/c20-12-7-10(15-8-16-12)13(21)14-17-11(18-19-14)6-5-9-3-1-2-4-9/h5-9H,1-4H2,(H,15,16,20)(H,17,18,19)/b6-5+;C14H15N5O2;285;1.71;4.07;2.68;3.58;-150
c1[nH]c(cc1[C@H](C/C=C\CCl)N)C(=O)c1nc[nH]c(=O)c1	No_2_126;21/000000026;InChI=1S/C14H15ClN4O2/c15-4-2-1-3-10(16)9-5-11(17-7-9)14(21)12-6-13(20)19-8-18-12/h1-2,5-8,10,17H,3-4,16H2,(H,18,19,20)/b2-1-/t10-/m0/s1;C14H15N4O2Cl;306;0.18;4.08;3.78;5.09;-150
Oc1[nH]nc(c1)C(=O)c1nc(nc(c1)NC(F)F)N	No_2_470;21/000000001;InChI=1S/C9H8F2N6O2/c10-8(11)14-5-1-3(13-9(12)15-5)7(19)4-2-6(18)17-16-4/h1-2,8H,(H2,16,17,18)(H3,12,13,14,15);C9H8N6O2F2;270;1.01;4.01;3.52;24.00;-170
C(=C\c1nnc([nH]1)C(=O)c1nc[nH]c(=O)c1)\C1CCCCC1	No_3_347;21/000000019;InChI=1S/C15H17N5O2/c21-13-8-11(16-9-17-13)14(22)15-18-12(19-20-15)7-6-10-4-2-1-3-5-10/h6-10H,1-5H2,(H,16,17,21)(H,18,19,20)/b7-6-;C15H17N5O2;299;2.07;4.16;2.91;3.58;-150
Oc1[nH]nc(c1CCCN)C(=O)C#CCN	No_4_13;21/000000007;InChI=1S/C10H14N4O2/c11-5-1-3-7-9(13-14-10(7)16)8(15)4-2-6-12/h1,3,5-6,11-12H2,(H2,13,14,16);C10H14N4O2;222;-0.25;4.29;4.74;3.72;0
C(=C\[C@H]1CC=CCC1)/c1nnc([nH]1)C(=O)c1nc[nH]c(=O)c1	No_3_482;21/000000023;InChI=1S/C15H15N5O2/c21-13-8-11(16-9-17-13)14(22)15-18-12(19-20-15)7-6-10-4-2-1-3-5-10/h1-2,6-10H,3-5H2,(H,16,17,21)(H,18,19,20)/b7-6+/t10-/m0/s1;C15H15N5O2;297;1.55;4.10;3.28;3.58;-150
C(=C\C1CCCC1)/c1nnc([nH]1)C(=O)c1nc[nH]c(=O)c1	No_3_410;21/000000021;InChI=1S/C14H15N5O2/c20-12-7-10(15-8-16-12)13(21)14-17-11(18-19-14)6-5-9-3-1-2-4-9/h5-9H,1-4H2,(H,15,16,20)(H,17,18,19)/b6-5+;C14H15N5O2;285;1.71;4.09;2.49;3.58;-150
Oc1[nH]nc(c1CCCN)C(=O)/C=C/C1=CNC=CC1	No_4_351;21/000000012;InChI=1S/C14H18N4O2/c15-7-1-4-11-13(17-18-14(11)20)12(19)6-5-10-3-2-8-16-9-10/h2,5-6,8-9,16H,1,3-4,7,15H2,(H2,17,18,20)/b6-5+;C14H18N4O2;274;1.04;4.26;5.11;3.72;-40
c1[nH]c(cc1CCC1CCCCC1)C(=O)c1nc[nH]c(=O)c1	No_2_539;21/000000029;InChI=1S/C17H21N3O2/c21-16-9-15(19-11-20-16)17(22)14-8-13(10-18-14)7-6-12-4-2-1-3-5-12/h8-12,18H,1-7H2,(H,19,20,21);C17H21N3O2;299;1.86;4.23;3.57;3.58;-150
OCC(=O)C1=N[C@@](CC1)(/C(=C/c1ccc(cc1)CN)/CBr)CN	No_6_76;21/000000003;InChI=1S/C17H22BrN3O2/c18-8-14(7-12-1-3-13(9-19)4-2-12)17(11-20)6-5-15(21-17)16(23)10-22/h1-4,7,22H,5-6,8-11,19-20H2/b14-7+/t17-/m1/s1;C17H22N3O2Br;380;-0.05;4.28;7.32;5.24;-150
Oc1[nH]nc(c1CCCN)C(=O)C#CCN	No_3_367;21/000000002;InChI=1S/C10H14N4O2/c11-5-1-3-7-9(13-14-10(7)16)8(15)4-2-6-12/h1,3,5-6,11-12H2,(H2,13,14,16);C10H14N4O2;222;-0.25;4.29;4.74;3.72;0
c1[nH]c(cc1[C@H](C/C=C\CC)N)C(=O)c1nc[nH]c(=O)c1	No_2_642;21/000000030;InChI=1S/C15H18N4O2/c1-2-3-4-5-11(16)10-6-12(17-8-10)15(21)13-7-14(20)19-9-18-13/h3-4,6-9,11,17H,2,5,16H2,1H3,(H,18,19,20)/b4-3-/t11-/m0/s1;C15H18N4O2;286;0.20;4.03;3.84;5.09;-170
Oc1[nH]nc(c1)C(=O)C#C[C@](CN)(CCl)N	No_4_692;21/000000018;InChI=1S/C9H11ClN4O2/c10-4-9(12,5-11)2-1-7(15)6-3-8(16)14-13-6/h3H,4-5,11-12H2,(H2,13,14,16)/t9-/m1/s1;C9H11N4O2Cl;242;-0.03;4.10;1.88;2.22;-150
Oc1[nH]nc(c1)C(=O)c1nc(nc(c1)NCCC)NCC(=O)O	No_4_143;21/000000009;InChI=1S/C13H16N6O4/c1-2-3-14-9-4-7(12(23)8-5-10(20)19-18-8)16-13(17-9)15-6-11(21)22/h4-5H,2-3,6H2,1H3,(H,21,22)(H2,18,19,20)(H2,14,15,16,17);C13H16N6O4;320;1.06;4.18;5.18;5.09;-80
Oc1[nH]nc(c1CCCN)C(=O)/C=C/c1cc[nH]c1	No_4_508;21/000000013;InChI=1S/C13H16N4O2/c14-6-1-2-10-12(16-17-13(10)19)11(18)4-3-9-5-7-15-8-9/h3-5,7-8,15H,1-2,6,14H2,(H2,16,17,19)/b4-3+;C13H16N4O2;260;0.89;4.21;4.90;3.72;0
Oc1[nH]nc(c1)C(=O)c1nc(nc(c1)NCC)NCC(=O)O	No_4_609;21/000000017;InChI=1S/C12H14N6O4/c1-2-13-8-3-6(11(22)7-4-9(19)18-17-7)15-12(16-8)14-5-10(20)21/h3-4H,2,5H2,1H3,(H,20,21)(H2,17,18,19)(H2,13,14,15,16);C12H14N6O4;306;0.70;4.06;5.71;3.58;-40
Oc1[nH]nc(c1)C(=O)C#C[C@@](CC)(CN)N	No_4_271;21/000000010;InChI=1S/C10H14N4O2/c1-2-10(12,6-11)4-3-8(15)7-5-9(16)14-13-7/h5H,2,6,11-12H2,1H3,(H2,13,14,16)/t10-/m0/s1;C10H14N4O2;222;-0.01;4.04;1.84;2.22;-170
Oc1cccc(c1Cl)[C@@H](/C=C\C)N	No_3_53;22/000000003;InChI=1S/C10H12ClNO/c1-2-4-8(12)7-5-3-6-9(13)10(7)11/h2-6,8,13H,12H2,1H3/b4-2-/t8-/m1/s1;C10H12NOCl;197;2.15;4.02;5.12;2.35;-170
Oc1cnc(c(c1)C#Cc1[nH]ncc1CN)C(=O)O	No_5_514;22/000000002;InChI=1S/C12H10N4O3/c13-4-8-5-15-16-10(8)2-1-7-3-9(17)6-14-11(7)12(18)19/h3,5-6,17H,4,13H2,(H,15,16)(H,18,19);C12H9N4O3;257;0.05;4.03;3.20;21.80;0
O=C(CCc1cnc(c(c1)C#Cc1ccccc1)C(=O)O)N	No_4_385;22/000000001;InChI=1S/C17H14N2O3/c18-15(20)9-7-13-10-14(16(17(21)22)19-11-13)8-6-12-4-2-1-3-5-12/h1-5,10-11H,7,9H2,(H2,18,20)(H,21,22);C17H13N2O3;293;1.50;4.01;1.50;19.20;-60
C(=C\CCc1nonc1C1=CNC(=[NH2])NC1)/CCC	No_3_361;23/000000005;InChI=1S/C13H20N5O/c1-2-3-4-5-6-7-11-12(18-19-17-11)10-8-15-13(14)16-9-10/h4-5,8,15-16H,2-3,6-7,9,14H2,1H3/b5-4+;C13H19N5O;261;1.56;4.08;1.02;22.30;-160
C=C[C@H](CCc1ccc(cc1)OCNCC)n1nnc(c1)CN	No_6_253;23/000000043;InChI=1S/C17H25N5O/c1-3-16(22-12-15(11-18)20-21-22)8-5-14-6-9-17(10-7-14)23-13-19-4-2/h3,6-7,9-10,12,16,19H,1,4-5,8,11,13,18H2,2H3/t16-/m1/s1;C17H25N5O;315;2.07;4.34;2.35;6.45;-190
N[C@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1	No_5_17;23/000000062;InChI=1S/C14H20N4O3/c1-2-16-14(15)17-5-3-4-10-6-12(21-13(19)7-10)11-8-18-20-9-11/h6-9,14,16-17H,2-5,15H2,1H3;C14H18N4O3;290;1.18;4.14;8.92;3.58;-140
[NH2]=C1NCC(=CN1)c1cncc(c1)CCCCCCCCCC	No_1_199;23/000000011;InChI=1S/C19H31N4/c1-2-3-4-5-6-7-8-9-10-16-11-17(13-21-12-16)18-14-22-19(20)23-15-18/h11-14,22-23H,2-10,15,20H2,1H3;C19H30N4;314;2.97;4.36;0.40;17.70;-200
C(=C\CCc1nonc1C1=CNC(=[NH2])NC1)/CC	No_3_633;23/000000008;InChI=1S/C12H18N5O/c1-2-3-4-5-6-10-11(17-18-16-10)9-7-14-12(13)15-8-9/h3-4,7,14-15H,2,5-6,8,13H2,1H3/b4-3+;C12H17N5O;247;1.20;4.02;0.25;21.70;-160
Oc1c(ccc(c1)CC)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_534;23/000000081;InChI=1S/C17H12N2O6/c1-2-8-3-4-9(12(20)5-8)14(21)13-10(15(22)19-16(13)23)6-11-17(24)25-7-18-11/h3-7,20H,2H2,1H3,(H,19,22,23)/b11-6-;C17H12N2O6;340;0.59;4.56;5.45;4.94;-20
OC(=O)Cc1cccc(c1)CC[C@H](n1nnc(c1)CN)C=C	No_6_283;23/000000045;InChI=1S/C16H20N4O2/c1-2-15(20-11-14(10-17)18-19-20)7-6-12-4-3-5-13(8-12)9-16(21)22/h2-5,8,11,15H,1,6-7,9-10,17H2,(H,21,22)/t15-/m1/s1;C16H20N4O2;300;1.41;4.00;2.51;4.94;-190
N[C@@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1	No_5_30;23/000000066;InChI=1S/C14H20N4O3/c1-2-16-14(15)17-5-3-4-10-6-12(21-13(19)7-10)11-8-18-20-9-11/h6-9,14,16-17H,2-5,15H2,1H3;C14H18N4O3;290;1.18;4.02;7.45;3.58;-140
C=CCc1cc(ncc1n1nnc(c1)CN)N	No_5_56;23/000000014;InChI=1S/C11H14N6/c1-2-3-8-4-11(13)14-6-10(8)17-7-9(5-12)15-16-17/h2,4,6-7H,1,3,5,12H2,(H2,13,14);C11H14N6;230;-0.08;4.22;3.02;18.20;-160
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_3_361;23/000000034;InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-;C16H10N2O6;326;0.34;4.46;5.07;4.94;-20
N[C@@H](NCCCCCl)NCCCc1cc(oc(=O)c1)c1cnoc1	No_4_508;23/000000024;InChI=1S/C16H23ClN4O3/c17-5-1-2-6-19-16(18)20-7-3-4-12-8-14(24-15(22)9-12)13-10-21-23-11-13/h8-11,16,19-20H,1-7,18H2;C16H21N4O3Cl;352;2.24;4.44;6.60;4.94;-120
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_396;23/000000054;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.24;2.53;6.45;-150
[NH2]=C1NCC(=CN1)c1nonc1CC/C=C/CCCCCl	No_4_526;23/000000028;InChI=1S/C14H21ClN5O/c15-8-6-4-2-1-3-5-7-12-13(20-21-19-12)11-9-17-14(16)18-10-11/h1,3,9,17-18H,2,4-8,10,16H2/b3-1+;C14H20N5OCl;309;2.26;4.36;2.87;24.60;-140
C=CCc1cc(ncc1n1nnc(c1)CN)N	No_6_38;23/000000038;InChI=1S/C11H14N6/c1-2-3-8-4-11(13)14-6-10(8)17-7-9(5-12)15-16-17/h2,4,6-7H,1,3,5,12H2,(H2,13,14);C11H14N6;230;-0.08;4.26;3.09;18.20;-160
C(=C\CCc1nonc1C1=CNC(=[NH2])NC1)/CCC	No_3_360;23/000000004;InChI=1S/C13H20N5O/c1-2-3-4-5-6-7-11-12(18-19-17-11)10-8-15-13(14)16-9-10/h4-5,8,15-16H,2-3,6-7,9,14H2,1H3/b5-4+;C13H19N5O;261;1.56;4.06;1.66;22.30;-160
[NH2]=C1NCC(=CN1)c1nonc1CC/C=C/CCCCCl	No_4_525;23/000000027;InChI=1S/C14H21ClN5O/c15-8-6-4-2-1-3-5-7-12-13(20-21-19-12)11-9-17-14(16)18-10-11/h1,3,9,17-18H,2,4-8,10,16H2/b3-1+;C14H20N5OCl;309;2.26;4.14;2.59;24.60;-120
Oc1c(ccc(c1)CC)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_530;23/000000077;InChI=1S/C17H12N2O6/c1-2-8-3-4-9(12(20)5-8)14(21)13-10(15(22)19-16(13)23)6-11-17(24)25-7-18-11/h3-7,20H,2H2,1H3,(H,19,22,23)/b11-6-;C17H12N2O6;340;0.59;4.56;5.45;4.94;-20
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)N	No_4_7;23/000000016;InChI=1S/C14H18N4O3/c1-2-11-10(8-18-21-11)12-6-9(7-13(19)20-12)4-3-5-17-14(15)16/h2,6-8,14,17H,1,3-5,15-16H2;C14H16N4O3;288;0.82;4.19;8.85;3.58;-120
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_3_359;23/000000032;InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-;C16H10N2O6;326;0.34;4.46;5.07;4.94;-20
Oc1c(F)cccc1CC[C@H](n1nnc(c1)CN)C=C	No_5_84;23/000000015;InChI=1S/C14H17FN4O/c1-2-12(19-9-11(8-16)17-18-19)7-6-10-4-3-5-13(15)14(10)20/h2-5,9,12,20H,1,6-8,16H2/t12-/m1/s1;C14H17N4OF;276;1.73;4.56;2.05;4.94;-190
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)N	No_3_619;23/000000006;InChI=1S/C14H18N4O3/c1-2-11-10(8-18-21-11)12-6-9(7-13(19)20-12)4-3-5-17-14(15)16/h2,6-8,14,17H,1,3-5,15-16H2;C14H16N4O3;288;0.82;4.19;8.85;3.58;-120
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_390;23/000000048;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.22;3.04;6.45;-150
