scaffold;frequency;mean_zscore;shrunk_zscore
O=C(Cc1ccccc1)C(c1cc[nH]n1)c1cnn[nH]1;1;0.7058;0.1544
O=C(Cc1ccccc1)NC1C=CC=C1;1;0.0922;0.0202
C(=Cc1nn[nH]n1)c1cccc(-c2ccccc2)c1;1;0.5951;0.1301
O=C(Cc1ccccc1)NCC1C=CCO1;1;-0.1814;-0.0397
O=C(Cc1ccccc1)OCC1NC=NO1;1;-0.8074;-0.1766
O=C(Cc1ccccc1)OCc1cnco1;1;-0.8777;-0.192
O=C(Cc1ccccc1)OCc1nnco1;1;-0.437;-0.0956
O=C(Cc1ccccc1)c1c[nH]cn1;1;-0.3544;-0.0775
O=C(Cc1ccccc1)c1ccccc1;1;0.0348;0.0076
C(=Cc1ncon1)c1cccnc1;1;-0.6881;-0.1505
O=C(Cc1ccccc1)c1cnn[nH]1;1;-0.8325;-0.182
O=C(Cc1ccccn1)NCc1cnn[nH]1;1;-0.1982;-0.0433
O=C(Cc1ccco1)c1ccno1;1;-0.8701;-0.1903
O=C(Cc1ccnc2cc[nH]c12)c1cnon1;1;-0.3236;-0.0708
O=C(Cc1ccno1)c1ccno1;1;-0.5421;-0.1185
C(=Cc1ncon1)c1ccccc1;1;0.091;0.0199
O=C(Cc1cn[nH]c1)c1ccno1;1;-1.0557;-0.2309
O=C(Cc1cn[nH]n1)c1ccno1;1;-0.6058;-0.1325
O=C(Cc1nc[nH]n1)c1ccno1;1;-0.8109;-0.1773
O=C(Cc1ncn[nH]1)Nc1ccccc1;1;-0.1869;-0.0409
O=C(Cc1ncn[nH]1)OCc1ccccc1;1;0.6396;0.1399
O=C(Cc1nn[nH]n1)c1ccno1;1;-0.5322;-0.1164
O=C(Cc1nnc[nH]1)c1ccccc1;1;-0.8459;-0.185
O=C(Cc1nnc[nH]1)n1cncn1;1;-0.6545;-0.1431
O=C(Cc1nnco1)c1ccccc1;1;-0.4732;-0.1035
O=C(NC1=NCCO1)c1ccccc1;1;-0.117;-0.0256
O=C(Cc1ccccc1)CC1CCOC=N1;1;1.2651;0.2767
O=C(Cc1cccc2cc[nH]c12)OCc1cnns1;1;-0.0157;-0.0034
O=C(c1ccc[nH]1)c1ccno1;1;0.2457;0.0537
O=C(Cc1cccc2cc[nH]c12)OCc1ccsc1;1;-0.2346;-0.0513
O=C(CCc1cccnc1)NCc1cc(-c2cccs2)c[nH]1;1;0.0994;0.0217
O=C(CCc1cccnc1)NCc1cc(-c2ccsc2)c[nH]1;1;0.2684;0.0587
O=C(CCc1cn[nH]c1)c1ccccc1;1;-0.4387;-0.0959
O=C(CCc1ncn[nH]1)Nc1ccccc1;1;-0.2785;-0.0609
O=C(CCn1cc[nH]c1=O)OCc1ccccc1;1;-0.658;-0.1439
C(=Cc1nnco1)Cc1ccncn1;1;0.3975;0.0869
O=C(CN1C=NCC1)c1ccno1;1;-0.7523;-0.1645
O=C(CN1CCNC1)c1ccccc1;1;-0.0924;-0.0202
O=C(CNCC=Cc1ccccc1)CC1=CCC=CN1;1;0.3886;0.085
O=C(CNCC=Cc1ccccc1)CC1=CNCN1;1;1.1642;0.2546
C(=Cc1nnco1)CCc1ccccc1;1;-0.4543;-0.0993
C(=Cc1nnc[nH]1)Cc1cnco1;1;-0.453;-0.0991
O=C(COc1ccon1)c1ccno1;1;-0.8198;-0.1793
O=C(CSc1ccccc1)c1nnc[nH]1;1;0.1102;0.0241
O=C(Cc1c[nH]cn1)c1ccccc1;1;-0.4316;-0.0944
O=C(Cc1cc2ccccc2[nH]1)c1cnon1;1;0.0475;0.0104
O=C(Cc1cc[nH]n1)OCC#CCc1n[nH]c(=O)[nH]1;1;0.2181;0.0477
O=C(Cc1cc[nH]n1)Oc1ccccc1;1;1.2571;0.2749
C(=Cc1nnc[nH]1)Cc1ccccn1;1;-0.311;-0.068
O=C(Cc1ccc2c(c1)CC=C2)CN1CCNC1;1;0.3519;0.077
O=C(Cc1ccc2c(c1)CC=C2)Cc1cscn1;1;0.3958;0.0866
O=C(Cc1ccc2c(c1)CC=C2)Cn1ccc(=O)[nH]1;1;-0.096;-0.021
O=C(Cc1ccc2ncoc2c1)c1ccccc1;1;0.338;0.0739
O=C(Cc1ccc[nH]1)c1ccno1;1;-0.3236;-0.0708
C(=Cc1nnc(COCc2cnon2)[nH]1)c1cccnc1;1;1.492;0.3263
O=C(NC1CC=NC1)c1ccccc1;1;-0.558;-0.122
O=C(NC1CCCC1)c1ccncc1;1;-0.5127;-0.1121
O=C(NCC#CC(=O)c1ncco1)c1ccccc1;1;-0.3292;-0.072
O=C(NCC#CC(=O)c1nnco1)c1ccccc1;1;-0.019;-0.0042
C(=Cc1nccc2c1CNC2)c1cccnc1;1;0.2836;0.062
O=C(OCc1cnc[nH]1)c1ccccc1;1;-0.4547;-0.0994
O=C(OCc1cnco1)c1ccccc1;1;-0.8114;-0.1774
O=C(OCc1nnco1)c1ccccc1;1;-0.4906;-0.1073
O=C(Oc1ccc2c(=O)cc[nH]c2c1)c1ccccn1;1;0.6354;0.139
C(=Cc1nccc2[nH]cnc12)c1ccccc1;1;0.9541;0.2086
O=C(Oc1cccnc1)c1cc[nH]n1;1;-0.9911;-0.2167
C(=Cc1ncc[nH]1)Cc1ccncn1;1;1.6695;0.3651
O=C(Oc1cncc(-c2cc[nH]c2)c1)c1ccccc1;1;0.2811;0.0615
O=C(c1c[nH]cn1)c1ccc[nH]1;1;-0.5927;-0.1296
O=C(c1cc(-c2ccccc2)co1)N1CCC1;1;0.1964;0.043
O=C(c1cc(=O)[nH]cn1)c1cc(CCC2CCCCC2)c[nH]1;1;0.4957;0.1084
O=C(c1cc(=O)[nH]cn1)c1nnc(C=CC2CC=CCC2)[nH]1;1;0.7317;0.16
O=C(c1cc(=O)[nH]cn1)c1nnc(C=CC2CCCC2)[nH]1;1;0.4441;0.0971
O=C(c1cc(=O)[nH]cn1)c1nnc(C=CC2CCCCC2)[nH]1;1;0.8783;0.1921
C(=Cc1cnon1)c1ccc(-c2ccccc2)nc1;1;0.5382;0.1177
C(=Cc1cnon1)c1cc2[nH]ncc2cn1;1;-0.156;-0.0341
O=C(c1cc[nH]c1)c1csnn1;1;-1.5098;-0.3302
C(=Cc1cnoc1)CCc1ccsc1;1;-0.0432;-0.0094
C(=Cc1cnco1)c1cccnc1;1;-0.835;-0.1826
O=C(c1cc[nH]n1)c1c[nH]c(=O)c2[nH]ccc12;1;-0.1222;-0.0267
O=C(c1cc[nH]n1)c1ncc(C=Cc2ccccc2)cn1;1;1.809;0.3956
C(=Cc1cnccn1)Cc1ccncn1;1;0.6836;0.1495
O=C(c1ccc(CCC=CC2CCCC2)[nH]1)c1nc(=O)o[nH]1;1;0.6351;0.1389
C(=Cc1cncc2[nH]ncc12)CC1=CCNN1;1;0.5531;0.121
O=C(OCc1ccncc1-c1ccccc1)c1cnc[nH]1;1;1.8715;0.4093
C(=Cc1ncn[nH]1)c1cc[nH]c1;1;-0.8533;-0.1866
O=C(OCc1ccccn1)c1cccnc1;1;-0.2573;-0.0563
O=C(NOCc1ccccc1)c1ccncn1;1;0.992;0.2169
O=C(NCC#Cc1noc(=O)[nH]1)c1ccccc1;1;-0.2133;-0.0466
O=C(NCC1=NN=CNC1)c1ccccc1;1;-0.6512;-0.1424
O=C(NCCC1OC=CC1=O)c1ccccc1;1;0.6722;0.147
O=C(NCCc1ccccc1)c1ccoc1;1;0.351;0.0768
O=C(NCCc1ccccc1)c1cnon1;1;0.4421;0.0967
O=C(NCCc1cnn[nH]1)c1ccccc1;1;0.2381;0.0521
O=C(NCCc1nnc2scnn12)c1cnon1;1;-0.7429;-0.1625
O=C(NCc1cccnc1)c1ccccc1;1;-0.4695;-0.1027
O=C(NCc1ncn[nH]1)C1=CCC=CO1;1;0.2;0.0437
O=C(NOCc1ccccc1)C1CSCN1;1;0.9478;0.2073
O=C(NOCc1ccccc1)c1cc[nH]n1;1;1.7313;0.3786
O=C(NOCc1ccccc1)c1ncccn1;1;1.025;0.2241
C(=Cc1ncn[nH]1)c1ccccc1;1;-0.6321;-0.1382
O=C(NOCc1ccccc1)c1ncncn1;1;0.8551;0.187
O=C(Nc1ccccc1)C1=COCC(c2cn[nH]n2)=C1;1;1.4668;0.3208
C(#CC1C=CCCC1)c1ccno1;1;0.201;0.044
O=C(Nc1ccccc1)NC1CCOC1;1;1.0909;0.2386
C(=Cc1ncncn1)COc1ccccc1;1;1.3586;0.2971
O=C(Nc1ccccc1)c1nncs1;1;-0.996;-0.2178
C(=Cc1ncn[nH]1)c1cncc(-c2cc[nH]c2)c1;1;0.1205;0.0264
O=C(OC1C=CC=CC1)c1ccccc1;1;-0.4869;-0.1065
O=C(OC1CCCC1)c1ccccc1;1;1.2736;0.2785
O=C(OC1CNC1)c1ccccc1;1;-0.1193;-0.0261
O=C(OCCc1ccccc1)c1nnn[nH]1;1;-0.3469;-0.0759
C(#CC1=CCc2ccccc21)CNCCc1cnccn1;1;1.2005;0.2625
